class,confidence,x_min,y_min,x_max,y_max
0,0.8709188103675842,67.31101989746094,167.86209106445312,159.88101196289062,402.6058654785156
0,0.8704761266708374,245.86380004882812,184.44650268554688,329.42218017578125,403.1964111328125
0,0.8493978381156921,158.53903198242188,197.08795166015625,247.03228759765625,402.66943359375
0,0.8460392951965332,13.010576248168945,176.24856567382812,74.15574645996094,357.98260498046875
0,0.8350315093994141,597.2767944335938,200.1727294921875,675.3040161132812,403.64984130859375
0,0.8105646371841431,497.0902099609375,203.29132080078125,576.931640625,393.576904296875
0,0.6593030691146851,663.7018432617188,201.52926635742188,719.6714477539062,344.88970947265625
0,0.6474329233169556,365.5143737792969,203.0386505126953,407.6749572753906,310.84942626953125
0,0.6315228939056396,334.84539794921875,204.90296936035156,370.9325866699219,313.70751953125
0,0.6314243078231812,33.60150146484375,53.17493438720703,58.85871505737305,126.24645233154297
0,0.8610308170318604,67.29833984375,167.79229736328125,159.8104705810547,402.6513671875
0,0.8813988566398621,249.6057891845703,186.57618713378906,332.3656921386719,403.1167907714844
0,0.8673571348190308,158.95082092285156,195.53292846679688,248.1156005859375,402.6606750488281
0,0.8787316679954529,14.14225959777832,176.99559020996094,76.19374084472656,361.5465393066406
0,0.8230453133583069,602.6804809570312,200.72523498535156,680.5228881835938,403.6465148925781
0,0.8339868187904358,501.1381530761719,204.4715118408203,581.5888061523438,395.5812072753906
0,0.7037354111671448,664.9552612304688,200.77835083007812,720.0,345.557861328125
0,0.7443932890892029,366.9036865234375,203.1868896484375,408.22607421875,308.8758544921875
0,0.6836993098258972,335.4585876464844,204.90328979492188,371.969482421875,315.03192138671875
0,0.6360670924186707,33.6183967590332,53.38191223144531,58.8059196472168,126.24799346923828
0,0.8549096584320068,68.4843978881836,171.5326385498047,159.3663330078125,402.6649169921875
0,0.8787842988967896,253.37890625,188.33319091796875,335.6087341308594,403.0426330566406
0,0.863097608089447,158.68093872070312,194.46324157714844,248.249755859375,402.291015625
0,0.840654194355011,16.01824378967285,178.10012817382812,78.07701110839844,362.7690734863281
0,0.7778409719467163,606.53173828125,200.15769958496094,684.8182373046875,404.1910705566406
0,0.8669494390487671,506.6124267578125,203.36326599121094,588.6610107421875,396.7203369140625
0,0.5995765924453735,665.3264770507812,200.05215454101562,720.0,346.2786865234375
0,0.7418742179870605,365.78765869140625,203.8595733642578,406.6374206542969,308.4236755371094
0,0.5726600289344788,335.976806640625,204.4754638671875,372.7054138183594,315.3121337890625
0,0.5991266965866089,33.58672332763672,53.41992950439453,58.82927322387695,126.45162963867188
0,0.8571835160255432,68.51969909667969,171.96751403808594,159.21849060058594,402.6165771484375
0,0.8848888874053955,257.5375061035156,189.54774475097656,339.62542724609375,402.7915344238281
0,0.8771036863327026,160.32630920410156,194.45526123046875,249.94813537597656,402.2293395996094
0,0.788516640663147,19.6754093170166,179.4484405517578,81.52936553955078,363.47747802734375
0,0.7735272645950317,609.34375,199.47000122070312,687.8933715820312,403.7505187988281
0,0.8599153161048889,509.6930847167969,201.8479766845703,593.6651000976562,397.6208801269531
0,0.5735636353492737,363.4750671386719,203.4485321044922,404.0454406738281,307.8822021484375
0,0.7059149742126465,338.32763671875,204.77830505371094,374.7322998046875,315.24273681640625
0,0.5766417980194092,33.54885482788086,53.469364166259766,58.822628021240234,126.60123443603516
0,0.5924199819564819,425.997314453125,202.6238250732422,449.0550537109375,275.54022216796875
